comment,mark
内容很好，老师讲解很清楚,5.0
没有没有没有,5.0
"keyi1
",5.0
学习的收获很多,5.0
从这堂课我学习到很多知识,5.0
专业知识丰富，课外拓展内容贴切，对于国家和人生的认识更加清晰。,4.0
很好，确实能够有效的帮助我们上课。,5.0
感觉还可以,4.0
带给我许多思考,4.0
特别好，受益良多,5.0
感觉挺好的,5.0
"很充实，也很快乐
思想上的升华",4.0
"收获了许多
",5.0
学习到了很多，我没有想到的东西，涉及范围很广,5.0
感觉还不错,3.0
hhhhh,5.0
老师授课思路清晰，受到思想教育与品德修养有一定程度。,4.0
"我认为很棒
",5.0
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,3.0
很好很好很好,4.0
"感觉很不错
",5.0
非常有意义,5.0
很好，很不错,5.0
让我有了许多收获，掌握更多知识,4.0
非常实用有趣的课程！,5.0
"好好好好好好
",4.0
有视频，有课件，能讨论，很不错,4.0
可以大大拓展关于志愿服务的知识。,5.0
非常有用有效。,5.0
课程涉及的方面广泛，给我带来了许多思考。,5.0
在mooc慕课系统中，听到了老师有关课程的非常生动的讲解，并且学习、收获到了很多。,5.0
老师讲的很好,5.0
"我认为这极大地激发了我志愿服务的热情。
",4.0
令人收获颇多的课程！！,5.0
授课方式非常新颖，学习到了许多,5.0
非常大的收获,5.0
不仅有线上教学还有线下时间，学到了很多志愿活动只是，希望之后能够参加更大的国际活动，帮助到他人,5.0
收获很多，质量很高,5.0
学以致用，提升自身专业素养。,5.0
老师准备的挺充分的，但对于零基础的学生来说，可能有些作品没办法在短时间内演奏出来。,5.0
期末考试成绩什么时候出来,1.0
老师讲的很细，干货，受益匪浅！,5.0
"非常清晰易于理解
",5.0
"这个平台可以学到很多的课内和课外的知识，很有意义。
",5.0
"内容丰富，讲解详细。挺好的。
",5.0
"老师认真耐心，我受益很多
",5.0
"讲的特别清晰有逻辑 特别喜欢 学到很多不知道的知识
",5.0
"思路讲得很清晰
",5.0
"非常非常好
",5.0
"老师很棒，讲课很清晰啊
",5.0
"思路讲得很清晰
",5.0
"课程很棒！非常适合初学者。
",5.0
"内容充实，生动有趣
",5.0
"学习到很多知识
",5.0
"感觉还挺好的
",5.0
"好好好好好
",5.0
"感觉还挺好的
",5.0
"学习到很多知识！
",5.0
"真滴好，真滴好
",5.0
"是我听过做什么多慕课里面讲得最不死板的！
",5.0
"受益匪浅。
",5.0
"内容丰富，讲解详细。挺好的。
",5.0
"老师讲的挺好的
",5.0
"老师讲的很细致认真，很好
",5.0
"感觉非常棒
",5.0
"很棒学到很多
",5.0
"老师讲课很细致很认真，并且生动形象
",5.0
"好，很实用，但是一些网站都不能用了
",5.0
"感觉收获挺大
",5.0
"好，很实用，但是一些网站都不能用了
",5.0
"感觉课程连贯性不是很好
",5.0
"课程很多干货
",5.0
"精准细致的课程
",5.0
"老师很好。讲得很好。
",5.0
"真是受益匪浅！
",5.0
"对于课程理解有了更深刻的认识。
",5.0
"讲的特别清晰有逻辑 特别喜欢 学到很多不知道的知识
",5.0
"课程讲解十分好
",5.0
让我对自己的人生道理更加明确，道德修养得到很大提高,5.0
老师教课细致耐心，内容全面，简单易懂,4.0
"非常大的收获
",5.0
我觉得不错,5.0
"
我想这门课带给我们的不仅仅是书本上的知识，更重要的是做人的准则这些将使我们终身受益。",5.0
"棒棒棒棒棒

",5.0
老师的讲解很细致,5.0
课程设制得很合理,5.0
"很棒很不错
",5.0
"内容挺不错
",5.0
课程内容充实，受益良多,5.0
了解政治常识,3.0
升华了灵魂,5.0
让我明白了很多东西,5.0
对于这门课程有了更深入的了解和认识,4.0
使我树立了正确的三观，大概的了解了一些法律知识,5.0
不错不错不错,5.0
我觉得挺好的  学到了很多法律知识,5.0
感觉思想有所升化,5.0
学习到了很多自己以前没有了解过的知识,5.0
"总体来说受益匪浅
",5.0
"加油加油加油
",5.0
"非常好，课程质量很好！！！
",5.0
"我觉得很有用，学自习想学的，只是时间总是不够用
",5.0
"对我们大学生来蛮有用
",5.0
"内容详略得当，发音正宗标准，爱了
",5.0
"老师讲解细致完整！
",5.0
"讲的很认真生动，就是语速有点慢
",5.0
"好的很，很喜欢
",5.0
"非常好，很实用
",5.0
"还不错 内容很丰富 学习东西很多
",5.0
"学到了很多东西！
",5.0
"非常清晰易于理解
",5.0
"老师讲的很好，收获很大！
",5.0
"讲解很系统
",5.0
"思路清晰明了 表达言简意赅
",5.0
"我觉得很有用，学自习想学的，只是时间总是不够用
",5.0
"非常棒的课程，很实用。
",5.0
"很棒 很详尽
",5.0
"老师的授课生动形象，结合很多实例讲解，让人受益匪浅。
",5.0
好很好真好,5.0
学习到了很多国外交往相处知识很实用！,5.0
收获了很多，帮助我以后在做志愿者对的路上更加方便,5.0
学会了很多和志愿服务相关的知识，很有收获,5.0
"课程非常好 见到了邱老师真人 邱老师很好看！！！！
",5.0
非常好 有意思,5.0
线上线下兼具，授课形式多样，学到了很多,5.0
学到了许多关于志愿服务的知识，深受感触，希望自己能变得越来越优秀,5.0
非常满意，学习到了很多知识,5.0
非常详细非常好,5.0
视频内容很优质,4.0
学到了相关知识,5.0
好棒 好喜欢,5.0
讲解的非常详细，然后语速适中，整个视频节奏控制得非常好，这样学生能够更容易地接受输出的信息。,5.0
哈哈哈哈哈,5.0
非常有趣，受益匪浅,5.0
挺好的，学到了！,5.0
超爱PPT的,4.0
好好好好好,5.0
"不错不错不错吧
",4.0
"非常好用 十分实用！！！
",5.0
"方式新颖，内容充实有趣，很棒
",5.0
"感觉不错，学习的过程很轻松，很愉快，也学习到了自己想要学习的知识！
",5.0
"很完整教学
",5.0
"好好好好好好好
",5.0
"感觉比自己看书有用多了
",5.0
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",5.0
"课程内容丰富
",5.0
"挺有趣的。
",5.0
"还不错 内容很丰富 学习东西很多
",5.0
"请问之前的课程还可以看吗
",5.0
"老师讲得很棒
",5.0
"课程内容丰富
",5.0
"内容详略得当，发音正宗标准，爱了
",5.0
"很好的一节课
",5.0
"讲的非常好！对于我这个初学者也能听懂！
",5.0
"挺有趣的。
",5.0
"总体来说受益匪浅
",5.0
"还是有收获的
",5.0
"框架清晰，逻辑缜密
",5.0
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",5.0
"老师语言简洁，内容涵盖量丰富，实用性很强，我学了都觉得听得很明白，非常好！
",5.0
"老师讲的特别生动形象而且通俗易懂，谢谢老师！
",5.0
"条理清晰，内容到位。
",5.0
"老师讲解细致完整！
",5.0
"对世界观有所改变
",5.0
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",5.0
"请问之前的课程还可以看吗
",5.0
"好，很不错，长了不少见识
",5.0
"老师的教课方式合帮，教学节奏也不快，我喜欢
",5.0
"对写论文时的文献找有很大的帮助
",5.0
"一直在进步，且节奏很舒服，也很喜欢老师
",5.0
"内容丰富，讲课方式新颖
",5.0
"很好很好很好
",5.0
"机会成本概念明白了。
",5.0
"挺有趣的。
",5.0
"老师的教课方式合帮，教学节奏也不快，我喜欢
",5.0
"讲解很详细，感悟很深，谢谢老师，谢谢mooc
",5.0
"老师授课认真且幽默，内容丰富，与现实结合紧密
",5.0
"( ^_^ )不错嘛
",5.0
还可以吧，方便很多,4.0
"学得挺好的
",4.0
很好，学到了许多知识,5.0
简单而高效,5.0
内容条理清晰，章节循序渐进,5.0
感觉受益良多,5.0
完全没问题,5.0
很好的一门课,5.0
"课程非常好，我学到了很多实用的知识
",5.0
通过这段时间对思修的学习，我了解到了许多，也感悟到了许多。生而为人，我们如何修身，养性，我们应当追寻什么，我们学习的目的又是什么。终其一生，我们对真善美的追求，对自身的修养，对道德的修养，对人性的历练，这一切都需要我们去细细感悟，慢慢品味。思修这门课程给了我启发，让我在接下来的人生路上，在不断地塑造自己的个性时，每每想起，都会朝着正确的方向一步步前进。,5.0
"课程丰富到位
",5.0
感觉还可以,5.0
感觉不错 就是有点头晕  ,5.0
我从中学到了很多,5.0
ooooo,5.0
老师的讲授很好。,5.0
学习到了如何成为一名合格的当代大学生,4.0
课程很好的,5.0
很好很好很好,5.0
这是一门必修课,5.0
真的好棒哦,5.0
十分可以。,5.0
"授课很详细
",5.0
"好好好好好
",5.0
老师讲的很好，清晰有趣！让我们了解了国际志愿者相关事情，扩大我们视野，觉得开这门课很有意义。,5.0
真棒，受益匪浅,5.0
太棒了。。,5.0
课程质量贼高，人人都说好,5.0
从课程中理解了志愿的意义,5.0
棒极了！！！！,5.0
老师真的讲的很好讲的很好很喜欢,5.0
"很棒收获很大
",5.0
真不错，学了这么久真不错,5.0
学到了很多，受益匪浅，对志愿者活动有了更充分的了解,5.0
我只能说非常不错,5.0
非常具有教育意义,5.0
很好、非常好！,5.0
老师讲的非常好！,5.0
老师讲的例子非常深入人心,5.0
好好啊好好奥好好好,5.0
"使我受益匪浅
",5.0
"老师讲的很好，条理清晰。易于理解。
",5.0
"很实用，大学期间没有相关的课程感觉写出的论文也不好，这次可以补一下了，真好
",5.0
"( ^_^ )不错嘛
",5.0
"讲的很认真生动，就是语速有点慢
",5.0
"老师们讲的很好，课堂精度很高
",5.0
"老师讲的十分细致，到位
",5.0
"感觉比自己看书有用多了
",5.0
"老师很棒，讲课很清晰啊
",5.0
"非常棒！！！
",5.0
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",5.0
"This course is structured well. Very easy to learn.
",5.0
"课程很好，操作方面再具体一些更好。
",5.0
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",5.0
"很棒 很详尽
",5.0
"容易理解，生动形象
",5.0
"挺好的 啊啊啊
",5.0
"老师授课通俗易懂，非常赞，辛苦了！学到很多
",5.0
"老师讲的挺好的
",5.0
"感觉非常好！
",5.0
"老师讲的很细，太棒啦
",5.0
"挺好的，因为有图片穿插，课程就不会那么枯燥
",5.0
"很好 非常好
",5.0
"课程不错，很棒
",5.0
"非常好，课程质量很好！！！
",5.0
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",5.0
"很好的课程体验
",5.0
"机会成本概念明白了。
",5.0
"这个平台可以学到很多的课内和课外的知识，很有意义。
",5.0
"老师授课认真且幽默，内容丰富，与现实结合紧密
",5.0
"老师讲的特别生动形象而且通俗易懂，谢谢老师！
",5.0
"的确受益匪浅
",5.0
"老师语言简洁，内容涵盖量丰富，实用性很强，我学了都觉得听得很明白，非常好！
",5.0
"了解到了很多文献方面的知识
",5.0
"了解到了很多文献方面的知识
",5.0
"的确受益匪浅
",5.0
"老师讲解的很详细
",5.0
"方式新颖，内容充实有趣，很棒
",5.0
"可以可以可以
",5.0
"挺好的，因为有图片穿插，课程就不会那么枯燥
",5.0
老师很好，但是有的内容只看视频不算太好,4.0
学习内容很不错,5.0
学习了这门课我对于道德和法律有了深入了解。知道法律才能更好地遵守法律,5.0
感觉非常对,5.0
非常非常好,5.0
好好好还好,5.0
学到了许多政治只是,5.0
老师真的好棒，学到了很多新东西,5.0
课程整体较好,3.0
"对我的学习有很大帮助，很不错
",4.0
太棒了，谢谢老师们,5.0
老师和学生互动太少，授课有些呆板,3.0
学习后收获很多,5.0
内容丰富，学习充实。,4.0
这期学习让我学到了很多,5.0
课程相当有趣 很喜欢,5.0
很好很好很好,5.0
呃，我觉得老师讲课是不错，关键靠自觉,3.0
效果非常好,5.0
"在某些方面有所提高，例如法律知识，树立正确的三观
",5.0
志愿服务是奉献社会、传递爱心、弘扬正确社会主义核心价值观的一种重要途径，我们应该多帮助他人，实现自己的人生价值。,5.0
非常好，收获非常大,5.0
学到了关于志愿者的一些知识,2.0
很有趣 收获很多,5.0
很优质的课程！,5.0
"让我了解到了国际志愿者的工作，让我对大学生活的规划有了一个打算
",5.0
我觉得挺好的,5.0
了解了志愿服务基本常识,4.0
我距离成为一名合格的志愿者还是远远不够的，但通过课程的学习又近了一步,5.0
觉得学到了很多以前不了解的知识,5.0
内容丰富，收获颇丰,5.0
学到了很多呀,5.0
bucuobucuobucuo,5.0
很不错，真的还好,5.0
"讲解的很透彻
",5.0
不错不错不错,5.0
对我将来参加志愿服务有很大的帮助，有利于将来更好的做志愿者,5.0
明白了许多关于志愿者需要注意的事项,4.0
我觉得国际志愿者这堂课教会我们要用更宽阔的国际视野去看待问题，其实不仅仅在志愿者方面，任何涉及国际方面的事情都一样,5.0
很棒！！！！！！,5.0
"内容丰富，讲解详细。挺好的。
",5.0
"对写论文时的文献找有很大的帮助
",5.0
"讲的非常好！对于我这个初学者也能听懂！
",5.0
"很好，要是有更多时间把那些因为时间原因没有的加上就完美了
",5.0
"学到了很多东西！
",5.0
"老师讲解的非常仔细，通俗易懂，非常好
",5.0
"学习到很多知识
",5.0
"课程内容很好，感谢老师的帮助。
",5.0
"这个课可以多开放一段时间吗
",5.0
"这门课程学到了很多
",5.0
"很完整教学
",5.0
"方式新颖，内容充实有趣，很棒
",5.0
"真是受益匪浅！
",5.0
"精准细致的课程
",5.0
"特别特别好
",5.0
"请问之前的课程还可以看吗
",5.0
"好好！超出了我的预期。五星推荐！虽然还在看1.4hh
",5.0
"好的很，很喜欢
",5.0
"太棒了让我受益匪浅
",5.0
"那可以说是相当易解了
",5.0
"可以可以可以
",5.0
"可以说讲得是非常好了
",5.0
"真的是很不错呢
",5.0
"老师授课很有条理性
",5.0
"内容丰富，讲解详细。挺好的。
",5.0
"对于入门还是挺友好的,深入部分必须要自己去探索
",5.0
"课程很棒！非常适合初学者。
",5.0
"挺好的，值得使用
",5.0
"内容充实，生动有趣
",5.0
"内容丰富，讲解详细。挺好的。
",5.0
"老师讲得太好了
",5.0
"收获很大，非常实用。
",5.0
"老师教得非常好
",5.0
"方式新颖，内容充实有趣，很棒
",5.0
"老师授课认真且幽默，内容丰富，与现实结合紧密
",5.0
"学到很多知识
",5.0
"老师的授课生动形象，结合很多实例讲解，让人受益匪浅。
",5.0
"很清晰，通俗易懂
",5.0
"好好好好好好好
",5.0
"对我复习很有帮助
",5.0
互动很好的,5.0
6666666666,5.0
6666666666,5.0
kkkkk,5.0
课程的组织上符合逻辑，从离我们最近的青春开始讲，到理想，再上升到中国精神，再到社会，再到道德，，，，整个排版很有逻辑，井然有序,5.0
我爱学习啊,5.0
老师讲的很详细！！,5.0
很好很棒帮,5.0
老师讲的很好，学到了很多,5.0
课程详细，知识点紧凑，老师认真,4.0
"还可以
嗯嗯
",5.0
学习这门课程，让我深刻了解到更多关于思想道德修养的知识与一些关于法律的基础知识，让我受益匪浅，收获良多,5.0
感觉对我帮助特别da ,5.0
"总的来说还行
",5.0
"对我很有帮助
",5.0
内容多少以及难度合适,5.0
我觉得还行,3.0
启迪心理，获益匪浅,5.0
可以反复观看视频，还能参与讨论,5.0
学到很多东西,5.0
非常好的课程,5.0
让我受益匪浅,5.0
很好很好很好,5.0
讲解细致，内容精彩,5.0
用地非常好,5.0
非常好，非常棒，受益匪浅,5.0
志愿活动非常光荣,5.0
让我对国际志愿服务有了很多认识，非常有帮助,5.0
"在学习完之后,对志愿服务有了更深的感受,同时也明白了志愿服务的重要性",5.0
"老师们都很负责，课程也很有趣
",4.0
老师讲解得很到位,5.0
老师讲解很详细,3.0
嗯呢，挺好的,5.0
课程设置非常科学,5.0
课程知识全面丰富，大大超出了我的想象,4.0
好极了啦啊,5.0
非常好，授课内容详实，老师讲解认真,5.0
应该多学习中国优秀传统文化,5.0
学会了很多志愿知识，更加了解志愿内涵,5.0
受益匪浅！,5.0
"学到很多知识
",5.0
"喜欢老师的上课方式
",5.0
henhao,5.0
可以 非常棒,5.0
内容丰富，老师讲的有亲和力。,5.0
"老师讲的很细致认真，很好
",5.0
"我说这是五星 谁赞成谁反对？
",5.0
"挺好的，因为有图片穿插，课程就不会那么枯燥
",5.0
"讲的真是太好了
",5.0
"非常好，课程质量很好！！！
",5.0
"讲的真是太好了
",5.0
"方式新颖，内容充实有趣，很棒
",5.0
"一直在进步，且节奏很舒服，也很喜欢老师
",5.0
"好的很，很喜欢
",5.0
"老师教得非常好
",5.0
"课程很多干货
",5.0
"很好，有兴趣
",5.0
"讲得很细，举例也很合当前实际。
",5.0
"很好，有兴趣
",5.0
"这个平台可以学到很多的课内和课外的知识，很有意义。
",5.0
"受益匪浅。
",5.0
"学习到很多知识！
",5.0
好好学习，收获很多,5.0
丰富的经验,5.0
"在思想方面启迪心灵
",4.0
课程非常棒,5.0
真的挺好的,4.0
我感觉挺好的,4.0
课程内容深入，让我有了很多新的思考,5.0
学习内容很好 清晰 对实际生活很有用,5.0
学习毫无动力,5.0
"真的非常棒
",5.0
让我学会了很多,5.0
11111111,4.0
666444,5.0
我感觉很有用,4.0
很棒的学习体验,4.0
授课方式非常新颖，完全符合大学生自主学习的思想,5.0
树立了更加远大更有意义的价值观，道德观,4.0
很有所思，有感悟,5.0
讲的很透彻，清楚,5.0
能让我有所收获,4.0
很好很好，非常喜欢,5.0
很好很好呀,5.0
这个课程很实用，学到了很多在做志愿者时需要注意的事。,5.0
这门课对我们做国际志愿者提供了很好的指导，谢谢了！,4.0
让人受益匪浅,5.0
非常好，讲的非常详细，受益匪浅,4.0
可以让我更了解作为志愿者的要求与标准,5.0
收获满满，非常有用,5.0
让我深刻了解了国际志愿者的工作，责任与心怀。,4.0
对我意义很大,5.0
好啊 好好啊,5.0
测试时间安排不够合理,3.0
很棒的课程,5.0
知道了很多有关国际礼仪的知识点，对自己很有帮助,4.0
国际志愿者这门课程让我更多地了解国际志愿者的工作，让我有了成为国际志愿者的愿望,4.0
老师不仅介绍理论知识也指导实践，非常实用，也开阔了学生的眼界,5.0
老师的授课方式很亲切，内容生动具体 学到了很多 很棒！,5.0
"这门课程使我全方位了解了国际志愿者服务相关知识
",5.0
我深刻体会到了国际志愿服务的专业性,5.0
大学生志愿服务是践行社会主义核心价值观的有效载体。通过这次课堂的学习可以激发培养积极进取的精神，加强道德修养，注重道德实践。探索通过传统文化熏陶培养大学生志愿服务意识。,5.0
我觉得这门课程带给我最大的感受是志愿服务是一个需要我们共同努力的活动，要通过学习专业的知识来增强我们服务的能力。,5.0
超出预期的收获,5.0
很好，很好的课程,5.0
接收到了很多新的思想和见解,4.0
我觉得特别好,5.0
更好发挥复活甲,4.0
很好的一门课,5.0
提高了思想道德修养,4.0
"很好，通俗易懂
",5.0
非常令人满意,5.0
了解了许多法律知识,5.0
对于思修道德的建设层层递进，循循善诱，让我们很容易进入思修教育的氛围，提升思修境界。,5.0
真的很不错,5.0
"我掌握到了基本的做人道理，获益颇多
",5.0
还行，。。。。。。。。。。。。。,4.0
真的是太棒了,5.0
效果很好，很受启发,5.0
"内容详细，细节清晰
",4.0
"内容详细，细节清晰
",4.0
非常不错，很好。,4.0
"课程很不错
",4.0
我感觉挺好的,5.0
拓展了我的知识面,5.0
非常棒，让我知道了很多知识,5.0
太太太好了,5.0
很不错，学到了很多实用的关于志愿者的知识,5.0
感觉是不错的,5.0
学到了很多关于志愿者的知识，很有收获！,5.0
"拓宽了我的视野，棒棒棒！
",5.0
有利于拓展知识。,5.0
课程顺序合理，老师讲解清晰还有附带例子使课程更加生动，收获很多,5.0
挺好哈哈哈哈,5.0
每个老师都有每个老师不同的上课方式,5.0
课程让我知道了作为一个国际志愿者应当具备的基本素养，让我知道了许多相关的知识与经验。,4.0
我知道了志愿服务的精髓，来源，以及不同国家的差异,4.0
课程评价好,5.0
"感觉还是要实践出真知呢
",4.0
老师课程讲解简洁明了，通俗易懂，好理解,3.0
。good,5.0
很棒棒哦哦哦,5.0
haohaohao,5.0
该课程有思考题和习题，有利于知识的巩固。,5.0
课程结构组织充分，授课方式灵活，非常有助于学习理解！,5.0
"讲解的很清楚
",5.0
老师讲的很棒！作业也布置的恰到好处,5.0
课程非常好,5.0
非常直观 感觉受益匪浅,5.0
幸好及时看了本期陈昌凯老师的课程，仔细聆听并认真做了笔记。老师对我的问题的解答及时点拨了我，对考研失利心情极度低落的闺女我知道该怎么做了，少说教，给她时间。谢谢老师！,5.0
.............,5.0
很好啊，视频所呈现的内容很是丰富。,5.0
老师讲的很细心，很不错,5.0
课程很详细，老师讲的也很好,4.0
"很不错，学到了很多东西
",5.0
学习效果很好,5.0
真的很好。,5.0
学到了做人的道理，提高了道德修养与个人素质,4.0
"感觉还不错
",3.0
111111,3.0
我觉得课程丰富了我的知识和开拓了我的视野,5.0
我觉得很不错,5.0
我觉得很好，如果授课方式可以更加多样的话就更好了，比如可以做成互动形式。,4.0
非常好的课程,5.0
看网课没啥用,3.0
wjskm,5.0
"便捷，快速，质量好
",5.0
棒棒棒，非常棒，,5.0
哈哈哈哈哈,5.0
"我学会了坚持
",3.0
搞不懂回复完怎么还不显示完成,5.0
很有意义的课程，让我对志愿者有了更深刻的理解，也了解了更多传统知识。,5.0
"课程很生动有趣，老师也很耐心
",5.0
结构很清晰，内容也很好,4.0
真的很棒呢,5.0
Excellent ,5.0
内容丰富，讲解生动，印象深刻。,4.0
对志愿事业有了更深刻的了解。,5.0
感受到我们学校浓郁的志愿者氛围，学习到了很多关于志愿者的知识,5.0
五星好评，以前对志愿者只有片面的了解，并未深入了解，在初次学习这次课程后，感觉到志愿服务的魅力，不仅是国内简单的志愿服务，还有面对外国友人，领导时能够提供一份帮助是多么的幸福与自豪，还了解到国际志愿服务不仅在于礼仪，还有处理突发事情的能力和待人接物的从容，作为一名外语类学生，学习该类知识也是百利无一害的，对于平常生活，或许也有一定的启示。,5.0
内容数量适中，每个视频都不长，避免了产生厌倦感，讲解清晰。,5.0
五星好评。,5.0
内容丰富，通过这个课程的学习，不仅了解到国际志愿者活动的内容，也可以学到很多其他的东西,4.0
有很多方面都是我以前没有想到的，国际志愿者需要的知识和技能比一名普通的青年志愿者要多得多。,5.0
"在整个东亚、东南亚，包括历史上的中亚，有哪几个国家和民族不曾深深地受到佛教文化的浸润和熏陶呢？在今天的日本和东南亚各国，佛教仍然相当普及，对社会生活保持着有力的影响。不论是从历史上看，还是从现代的情况来看，佛教在东方世界，从公元前6-5世纪产生起，经历了两千多年的历史发展，对于东方各国各民族具有深远的影响，构成了一个范围广阔、历史悠久、独具特色的“东方佛教文化圈”。
",5.0
课程内容丰富,5.0
很棒，题目有助于我们理解,5.0
从老师在课堂中举出的例子让我更加了解我们需要做什么，如何去做，在之后的志愿者体验中不断学习,4.0
非常好，了解了很多,5.0
可以学到很多东西，尤其是可以补习上课时老师没讲清楚或者自己还搞不懂的知识,4.0
学习效果很好,5.0
感觉很好，和线下教学差不多,4.0
学到了很多知识,5.0
让我受益颇多,5.0
从本科种收获了不少知识。,5.0
学习到了一些基础的法律知识，对自身道德修养与有很大提升,5.0
我感觉很好,5.0
网上学习效果还不错,3.0
老师讲得非常好！,5.0
这个课程使我收获很多,4.0
记不住太多东西,1.0
学到了很多,5.0
形式多样，学到很多,5.0
"没有什么好说的 棒
",4.0
我觉得这样学习非常不错,5.0
可以学到知识,4.0
非常棒，学完我的思想收到了净化，感觉这堂课不虚此行。,5.0
很好很好好,5.0
很棒，很开心,5.0
"课程很好
很棒",5.0
"还不错，比较实用。
",5.0
对开学的准备工作有所提升,5.0
教学授课技巧,5.0
非常 好，提高很大！,5.0
长期学习，才能更新观念，提升教学业务。,5.0
通过学习，自己有了很大的提升。,3.0
学习后受益匪浅,3.0
网络平台学习的确非常给力！,5.0
学习是进步的基础,4.0
很有用，受到启发,5.0
很好的课。。。,5.0
"确实做得很好
",5.0
受益颇丰，我喜欢！,5.0
很好，非常轻松。,5.0
值得学习，受益匪浅,4.0
慕课堂：创新课堂教学新方式，构建高效课堂，实现线上线下一体化教学管理。,5.0
非常好的课程，增长了知识储备。,5.0
好很好，非常好,5.0
内容丰富、结构性好，我会努力学习完毕,5.0
本次学习收获非常大,5.0
激发了我的志愿情怀,4.0
学习了很多东西。,5.0
很好，让我进行国际志愿服务培训的入门,5.0
很好，老师们都讲得很好。课程安排也不错，让我对志愿服务有了更深的认识。,5.0
非常有帮助,3.0
虽然以前也参加过一些志愿服务活动但是规模都不是特别大，所以很多细节都没注意太多，这个课程让我认识到了大型赛事志愿服务的许多方面，相信对我以后参加其他志愿服务工作都会有帮助的,4.0
真的学到了挺多,4.0
挺好的！！！,5.0
老师能结合我们身边校友的志愿服务例子进行授课，十分吸引人。,5.0
可以深度地了解到国际志愿者服务的情势,5.0
课程开展的很棒，让我更好地明白了志愿者的责任和意义,4.0
概论部分让我有了好的总体认识，激发了积极学习的动力。,5.0
"感觉内容都很不错哦
",5.0
收获新知识！例子很生动有趣~,5.0
图片和说明较为丰富，个人觉得如果授课更有引导性，思考性就更能激发兴趣了,4.0
视频教学增长了我对志愿服务的认识 ,5.0
很符合我的专业 ,5.0
获益非常，讲课的老师能做到深入浅出！！！,5.0
"感觉很棒啊
",5.0
老师通过远近结合的方式举例说明，使我能全方便的获取有关志愿的知识，并加深了解，非常棒！,5.0
喜欢中国大学的课程，每次都有不同的收获。帮助我打开教学的思路。,5.0
都是言之有据 实际可行的宝贵做法，真是收获多多 获益匪浅,5.0
请问：第二次讲座的PPT如何提供？,5.0
智慧教学工具,5.0
课程很实用，躲我帮助很大，万分感谢,5.0
学习使人进步,5.0
学习本课后受益匪浅。,5.0
课程组织合理，内容丰富，受益匪浅。,5.0
课上的很好,5.0
收获非常大,5.0
对个人提升帮助很大,5.0
感谢慕课带给我的体验,4.0
收获颇多，受益匪浅,5.0
真的收益很多！！！,5.0
内容丰富，交流直接，很好。,5.0
很好非常精彩,5.0
学习了以前没有接触过得很多内容，收益很大,5.0
通过学习对自己有很大提升,5.0
学习了，该专业以外的其他学科，受益匪浅，活到老，学到老。,5.0
收获非常大,5.0
很不错，让我i学会了很多,5.0
课程实践分析,5.0
感受非常深,5.0
互动程度高，课程设计很好,5.0
学到了很多,5.0
感觉很充实,5.0
内容精彩，学到了很多。,5.0
好很好灰常棒,4.0
自我感觉良好,4.0
我觉得非常好,5.0
",,.....",4.0
还可以，如果PPT详细点就更好了,4.0
很棒很nice知识点很详细,5.0
感觉还可以,4.0
不错，就是有点空洞,5.0
还不错，学习得也挺好,4.0
学到了对人生的态度,5.0
就感觉还不错,5.0
从实证更充分地认识一些理论知识。,5.0
是一门好课,5.0
"很不错，学有所得，老师讲的很好
",5.0
内容组织很好 老师讲课很好,4.0
课程的授课方式很好,5.0
青年志愿服务不仅是汇集社会资源、激发社会活力、扩大社会参与、创新社会治理、维护社会稳定、促进社会和谐的重要力量，也是培育青年自觉践行社会主义核心价值观、传递社会关爱、促进社会文明的有效途径。,5.0
"老师讲了很多，很清晰 ,让我受益匪浅。",5.0
非常有收获,5.0
我深刻地意识到了参加志愿者活动的重要性，希望以后抓住机会，给自己一个难忘的志愿者经历。,5.0
上课很方便,4.0
非常棒，学到了很多,3.0
学习能让人进步，工作能让人自信，相信我们在不断地学 ,5.0
。。。。。,5.0
好好好好好,4.0
体会到了国际志愿服务的魅力,5.0
这门课让我认识到了国际志愿者的重要性以及学习这门课程的必要性。而老师举的例子更加让我对国际志愿者产生了浓厚的兴趣。,5.0
刚学完第一课，我对志愿者工作的印象发生了变化，这不仅是一个开拓视野的机会，更是提升自己，锻炼自己的机会，希望我能在以后的学习中，有更多机会参与志愿服务。,5.0
积极投身社会主义事业的建设,5.0
"我收获颇丰
",5.0
老师讲了很多国际志愿服务的例子，生动丰富。,5.0
老师举的学长学姐做志愿者例子很吸引我，让我有了成为一名光荣的志愿者的向往,5.0
这门课让我明白了国际志愿者的重要性，十分有用,5.0
我认为老师将自己的亲身经历融入课堂教育中，这是很发人深省的。,5.0
老师讲课很生动，有很多例子都非常有趣。很想自己去体验一次,5.0
课程非常好哦,5.0
为教师和助教提供了帮助，看视频比文本容易理解,4.0
"不断学习,与时俱进!",5.0
