评论,分类
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
我从中学习到了很多有关志愿服务的知识，这让我受益匪浅，加深了对志愿服务的理解。老师上课鞭辟入里，知识点讲得十分清晰，我觉得非常好。,1
学习到了很多，而且讲解详细 很不错,1
我觉得这次很好,1
很好。。。,1
老师讲的十分好！,1
功能比较完善，但是经常崩溃并且有很多bug感觉不舒服,1
就是感觉还要多花时间在这上面，多学习,1
金坛人新台阶认识几天,1
"学有所长，学有所思
",1
学习了许多有用的之前没有接触过的新知识，有效地拓宽了自己的眼见,1
很好用，也很有用，学到了很多,1
"非常棒(๑•̀ㅂ•́)و(๑•̀ㅂ•́)و✧
",1
内容相当全面丰富。,1
超级棒，受益匪浅，醍醐灌顶，回味悠长,1
很nice,1
课程特别有意思，学起来特别有动力，希望下次更好。,1
挺好，很不错,1
我可以了解到许多关于政治的东西，这门课程给我带来了很多关于生活中的哲理。,1
很棒，学到了思政方面很多知识,1
"老师讲解很到位
",1
内容很好，老师讲解很清楚,1
该课程有思考题和习题，有利于知识的巩固。,1
课程结构组织充分，授课方式灵活，非常有助于学习理解！,1
"讲解的很清楚
",1
老师讲的很棒！作业也布置的恰到好处,1
课程非常好,1
非常直观 感觉受益匪浅,1
课程选用优秀团队，老中青结合。课程内容有基础的动作技术、健美操的概述、健美操基本步伐、成套动作、特色成套动作等教学，技能实用专业学生，也能为健美操爱好者提供帮助。,1
通过学习，了解了很多健身知识和方法技巧。,1
"真滴好，真滴好
",1
"感觉收获挺大
",1
"课程系统碎片化，老师讲课思路清晰。
",1
"很好。老师很负责
",1
"真的挺好的，不枯燥
",1
"非常棒，学习到很多东西
",1
"老师讲的挺好的
",1
"收获很大，学到很多。
",1
"老师说得很好，通俗易懂
",1
"好好好好好好好
",1
"挺有趣的。
",1
"好课程，大家上
",1
"特别好特别好
",1
"老师讲得很棒
",1
"现在看到真的太实用了！
",1
"挺好的，感觉不错
",1
"老师讲得贼好，考研看视频学习效率提高了太多
",1
"感觉非常好！
",1
很好很好很好,1
"感觉很不错
",1
非常有意义,1
很好，很不错,1
让我有了许多收获，掌握更多知识,1
非常实用有趣的课程！,1
"好好好好好好
",1
有视频，有课件，能讨论，很不错,1
可以大大拓展关于志愿服务的知识。,1
非常有用有效。,1
课程涉及的方面广泛，给我带来了许多思考。,1
在mooc慕课系统中，听到了老师有关课程的非常生动的讲解，并且学习、收获到了很多。,1
老师讲的很好,1
"我认为这极大地激发了我志愿服务的热情。
",1
令人收获颇多的课程！！,1
授课方式非常新颖，学习到了许多,1
非常大的收获,1
不仅有线上教学还有线下时间，学到了很多志愿活动只是，希望之后能够参加更大的国际活动，帮助到他人,1
收获很多，质量很高,1
没有没有没有,1
"keyi1
",1
学习的收获很多,1
从这堂课我学习到很多知识,1
专业知识丰富，课外拓展内容贴切，对于国家和人生的认识更加清晰。,1
很好，确实能够有效的帮助我们上课。,1
感觉还可以,1
带给我许多思考,1
特别好，受益良多,1
感觉挺好的,1
"很充实，也很快乐
思想上的升华",1
"收获了许多
",1
学习到了很多，我没有想到的东西，涉及范围很广,1
hhhhh,1
老师授课思路清晰，受到思想教育与品德修养有一定程度。,1
"我认为很棒
",1
让我对自己的人生道理更加明确，道德修养得到很大提高,1
老师教课细致耐心，内容全面，简单易懂,1
"非常大的收获
",1
学以致用，提升自身专业素养。,1
老师准备的挺充分的，但对于零基础的学生来说，可能有些作品没办法在短时间内演奏出来。,1
期末考试成绩什么时候出来,0
老师讲的很细，干货，受益匪浅！,1
"非常清晰易于理解
",1
"这个平台可以学到很多的课内和课外的知识，很有意义。
",1
"内容丰富，讲解详细。挺好的。
",1
"老师认真耐心，我受益很多
",1
"讲的特别清晰有逻辑 特别喜欢 学到很多不知道的知识
",1
"思路讲得很清晰
",1
"非常非常好
",1
"老师很棒，讲课很清晰啊
",1
"思路讲得很清晰
",1
"课程很棒！非常适合初学者。
",1
"内容充实，生动有趣
",1
"学习到很多知识
",1
"感觉还挺好的
",1
"好好好好好
",1
"感觉还挺好的
",1
"学习到很多知识！
",1
"真滴好，真滴好
",1
"是我听过做什么多慕课里面讲得最不死板的！
",1
"受益匪浅。
",1
"内容丰富，讲解详细。挺好的。
",1
"老师讲的挺好的
",1
"老师讲的很细致认真，很好
",1
"感觉非常棒
",1
"很棒学到很多
",1
"老师讲课很细致很认真，并且生动形象
",1
"好，很实用，但是一些网站都不能用了
",1
"感觉收获挺大
",1
"好，很实用，但是一些网站都不能用了
",1
"感觉课程连贯性不是很好
",1
"课程很多干货
",1
"精准细致的课程
",1
"老师很好。讲得很好。
",1
"真是受益匪浅！
",1
"对于课程理解有了更深刻的认识。
",1
"讲的特别清晰有逻辑 特别喜欢 学到很多不知道的知识
",1
"课程讲解十分好
",1
好很好真好,1
学习到了很多国外交往相处知识很实用！,1
收获了很多，帮助我以后在做志愿者对的路上更加方便,1
学会了很多和志愿服务相关的知识，很有收获,1
"课程非常好 见到了邱老师真人 邱老师很好看！！！！
",1
非常好 有意思,1
线上线下兼具，授课形式多样，学到了很多,1
学到了许多关于志愿服务的知识，深受感触，希望自己能变得越来越优秀,1
非常满意，学习到了很多知识,1
非常详细非常好,1
视频内容很优质,1
学到了相关知识,1
好棒 好喜欢,1
讲解的非常详细，然后语速适中，整个视频节奏控制得非常好，这样学生能够更容易地接受输出的信息。,1
哈哈哈哈哈,1
非常有趣，受益匪浅,1
挺好的，学到了！,1
超爱PPT的,1
好好好好好,1
"不错不错不错吧
",1
我觉得不错,1
"
我想这门课带给我们的不仅仅是书本上的知识，更重要的是做人的准则这些将使我们终身受益。",1
"棒棒棒棒棒

",1
老师的讲解很细致,1
课程设制得很合理,1
"很棒很不错
",1
"内容挺不错
",1
课程内容充实，受益良多,1
升华了灵魂,1
让我明白了很多东西,1
对于这门课程有了更深入的了解和认识,1
使我树立了正确的三观，大概的了解了一些法律知识,1
不错不错不错,1
我觉得挺好的  学到了很多法律知识,1
感觉思想有所升化,1
学习到了很多自己以前没有了解过的知识,1
还可以吧，方便很多,1
"学得挺好的
",1
很好，学到了许多知识,1
"总体来说受益匪浅
",1
"加油加油加油
",1
"非常好，课程质量很好！！！
",1
"我觉得很有用，学自习想学的，只是时间总是不够用
",1
"对我们大学生来蛮有用
",1
"内容详略得当，发音正宗标准，爱了
",1
"老师讲解细致完整！
",1
"讲的很认真生动，就是语速有点慢
",1
"好的很，很喜欢
",1
"非常好，很实用
",1
"还不错 内容很丰富 学习东西很多
",1
"学到了很多东西！
",1
"非常清晰易于理解
",1
"老师讲的很好，收获很大！
",1
"讲解很系统
",1
"思路清晰明了 表达言简意赅
",1
"我觉得很有用，学自习想学的，只是时间总是不够用
",1
"非常棒的课程，很实用。
",1
"很棒 很详尽
",1
"老师的授课生动形象，结合很多实例讲解，让人受益匪浅。
",1
"非常好用 十分实用！！！
",1
"方式新颖，内容充实有趣，很棒
",1
"感觉不错，学习的过程很轻松，很愉快，也学习到了自己想要学习的知识！
",1
"很完整教学
",1
"好好好好好好好
",1
"感觉比自己看书有用多了
",1
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",1
"课程内容丰富
",1
"挺有趣的。
",1
"还不错 内容很丰富 学习东西很多
",1
"请问之前的课程还可以看吗
",1
"老师讲得很棒
",1
"课程内容丰富
",1
"内容详略得当，发音正宗标准，爱了
",1
"很好的一节课
",1
"讲的非常好！对于我这个初学者也能听懂！
",1
"挺有趣的。
",1
"总体来说受益匪浅
",1
"还是有收获的
",1
"框架清晰，逻辑缜密
",1
真的好棒哦,1
十分可以。,1
"授课很详细
",1
"好好好好好
",1
老师讲的很好，清晰有趣！让我们了解了国际志愿者相关事情，扩大我们视野，觉得开这门课很有意义。,1
真棒，受益匪浅,1
太棒了。。,1
课程质量贼高，人人都说好,1
从课程中理解了志愿的意义,1
棒极了！！！！,1
老师真的讲的很好讲的很好很喜欢,1
"很棒收获很大
",1
真不错，学了这么久真不错,1
学到了很多，受益匪浅，对志愿者活动有了更充分的了解,1
我只能说非常不错,1
非常具有教育意义,1
很好、非常好！,1
老师讲的非常好！,1
老师讲的例子非常深入人心,1
好好啊好好奥好好好,1
简单而高效,1
内容条理清晰，章节循序渐进,1
感觉受益良多,1
完全没问题,1
很好的一门课,1
"课程非常好，我学到了很多实用的知识
",1
通过这段时间对思修的学习，我了解到了许多，也感悟到了许多。生而为人，我们如何修身，养性，我们应当追寻什么，我们学习的目的又是什么。终其一生，我们对真善美的追求，对自身的修养，对道德的修养，对人性的历练，这一切都需要我们去细细感悟，慢慢品味。思修这门课程给了我启发，让我在接下来的人生路上，在不断地塑造自己的个性时，每每想起，都会朝着正确的方向一步步前进。,1
"课程丰富到位
",1
感觉还可以,1
感觉不错 就是有点头晕  ,1
我从中学到了很多,1
ooooo,1
老师的讲授很好。,1
学习到了如何成为一名合格的当代大学生,1
课程很好的,1
很好很好很好,1
这是一门必修课,1
老师很好，但是有的内容只看视频不算太好,1
学习内容很不错,1
学习了这门课我对于道德和法律有了深入了解。知道法律才能更好地遵守法律,1
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",1
"老师语言简洁，内容涵盖量丰富，实用性很强，我学了都觉得听得很明白，非常好！
",1
"老师讲的特别生动形象而且通俗易懂，谢谢老师！
",1
"条理清晰，内容到位。
",1
"老师讲解细致完整！
",1
"对世界观有所改变
",1
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",1
"请问之前的课程还可以看吗
",1
"好，很不错，长了不少见识
",1
"老师的教课方式合帮，教学节奏也不快，我喜欢
",1
"对写论文时的文献找有很大的帮助
",1
"一直在进步，且节奏很舒服，也很喜欢老师
",1
"内容丰富，讲课方式新颖
",1
"很好很好很好
",1
"机会成本概念明白了。
",1
"挺有趣的。
",1
"老师的教课方式合帮，教学节奏也不快，我喜欢
",1
"讲解很详细，感悟很深，谢谢老师，谢谢mooc
",1
"老师授课认真且幽默，内容丰富，与现实结合紧密
",1
"( ^_^ )不错嘛
",1
"使我受益匪浅
",1
"老师讲的很好，条理清晰。易于理解。
",1
"很实用，大学期间没有相关的课程感觉写出的论文也不好，这次可以补一下了，真好
",1
"( ^_^ )不错嘛
",1
"讲的很认真生动，就是语速有点慢
",1
"老师们讲的很好，课堂精度很高
",1
"老师讲的十分细致，到位
",1
"感觉比自己看书有用多了
",1
"老师很棒，讲课很清晰啊
",1
"非常棒！！！
",1
"教授讲的很好，条理清晰，不过不是太深入就是了，还需要辅以课件加深学习
",1
"This course is structured well. Very easy to learn.
",1
"课程很好，操作方面再具体一些更好。
",1
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",1
"很棒 很详尽
",1
"容易理解，生动形象
",1
"挺好的 啊啊啊
",1
"老师授课通俗易懂，非常赞，辛苦了！学到很多
",1
"老师讲的挺好的
",1
"感觉非常好！
",1
志愿服务是奉献社会、传递爱心、弘扬正确社会主义核心价值观的一种重要途径，我们应该多帮助他人，实现自己的人生价值。,1
非常好，收获非常大,1
学到了关于志愿者的一些知识,0
很有趣 收获很多,1
很优质的课程！,1
"让我了解到了国际志愿者的工作，让我对大学生活的规划有了一个打算
",1
我觉得挺好的,1
了解了志愿服务基本常识,1
我距离成为一名合格的志愿者还是远远不够的，但通过课程的学习又近了一步,1
觉得学到了很多以前不了解的知识,1
内容丰富，收获颇丰,1
学到了很多呀,1
bucuobucuobucuo,1
很不错，真的还好,1
"讲解的很透彻
",1
不错不错不错,1
对我将来参加志愿服务有很大的帮助，有利于将来更好的做志愿者,1
明白了许多关于志愿者需要注意的事项,1
我觉得国际志愿者这堂课教会我们要用更宽阔的国际视野去看待问题，其实不仅仅在志愿者方面，任何涉及国际方面的事情都一样,1
很棒！！！！！！,1
感觉非常对,1
非常非常好,1
好好好还好,1
学到了许多政治只是,1
老师真的好棒，学到了很多新东西,1
"对我的学习有很大帮助，很不错
",1
太棒了，谢谢老师们,1
学习后收获很多,1
内容丰富，学习充实。,1
这期学习让我学到了很多,1
课程相当有趣 很喜欢,1
很好很好很好,1
效果非常好,1
"在某些方面有所提高，例如法律知识，树立正确的三观
",1
互动很好的,1
6666666666,1
6666666666,1
"老师讲的很细，太棒啦
",1
"挺好的，因为有图片穿插，课程就不会那么枯燥
",1
"很好 非常好
",1
"课程不错，很棒
",1
"非常好，课程质量很好！！！
",1
"老师讲得十分细致，也很清楚，我作为一个非专业生也可以听得明白
",1
"很好的课程体验
",1
"机会成本概念明白了。
",1
"这个平台可以学到很多的课内和课外的知识，很有意义。
",1
"老师授课认真且幽默，内容丰富，与现实结合紧密
",1
"老师讲的特别生动形象而且通俗易懂，谢谢老师！
",1
"的确受益匪浅
",1
"老师语言简洁，内容涵盖量丰富，实用性很强，我学了都觉得听得很明白，非常好！
",1
"了解到了很多文献方面的知识
",1
"了解到了很多文献方面的知识
",1
"的确受益匪浅
",1
"老师讲解的很详细
",1
"方式新颖，内容充实有趣，很棒
",1
"可以可以可以
",1
"挺好的，因为有图片穿插，课程就不会那么枯燥
",1
"内容丰富，讲解详细。挺好的。
",1
"对写论文时的文献找有很大的帮助
",1
"讲的非常好！对于我这个初学者也能听懂！
",1
"很好，要是有更多时间把那些因为时间原因没有的加上就完美了
",1
"学到了很多东西！
",1
"老师讲解的非常仔细，通俗易懂，非常好
",1
"学习到很多知识
",1
"课程内容很好，感谢老师的帮助。
",1
"这个课可以多开放一段时间吗
",1
"这门课程学到了很多
",1
"很完整教学
",1
"方式新颖，内容充实有趣，很棒
",1
"真是受益匪浅！
",1
"精准细致的课程
",1
"特别特别好
",1
"请问之前的课程还可以看吗
",1
"好好！超出了我的预期。五星推荐！虽然还在看1.4hh
",1
"好的很，很喜欢
",1
"太棒了让我受益匪浅
",1
"那可以说是相当易解了
",1
非常好的课程,1
让我受益匪浅,1
很好很好很好,1
讲解细致，内容精彩,1
用地非常好,1
非常好，非常棒，受益匪浅,1
志愿活动非常光荣,1
让我对国际志愿服务有了很多认识，非常有帮助,1
"在学习完之后,对志愿服务有了更深的感受,同时也明白了志愿服务的重要性",1
"老师们都很负责，课程也很有趣
",1
老师讲解得很到位,1
嗯呢，挺好的,1
课程设置非常科学,1
课程知识全面丰富，大大超出了我的想象,1
好极了啦啊,1
非常好，授课内容详实，老师讲解认真,1
应该多学习中国优秀传统文化,1
学会了很多志愿知识，更加了解志愿内涵,1
受益匪浅！,1
kkkkk,1
课程的组织上符合逻辑，从离我们最近的青春开始讲，到理想，再上升到中国精神，再到社会，再到道德，，，，整个排版很有逻辑，井然有序,1
我爱学习啊,1
老师讲的很详细！！,1
很好很棒帮,1
老师讲的很好，学到了很多,1
课程详细，知识点紧凑，老师认真,1
"还可以
嗯嗯
",1
学习这门课程，让我深刻了解到更多关于思想道德修养的知识与一些关于法律的基础知识，让我受益匪浅，收获良多,1
感觉对我帮助特别da ,1
"总的来说还行
",1
"对我很有帮助
",1
内容多少以及难度合适,1
启迪心理，获益匪浅,1
可以反复观看视频，还能参与讨论,1
学到很多东西,1
丰富的经验,1
"在思想方面启迪心灵
",1
课程非常棒,1
"可以可以可以
",1
"可以说讲得是非常好了
",1
"真的是很不错呢
",1
"老师授课很有条理性
",1
"内容丰富，讲解详细。挺好的。
",1
"对于入门还是挺友好的,深入部分必须要自己去探索
",1
"课程很棒！非常适合初学者。
",1
"挺好的，值得使用
",1
"内容充实，生动有趣
",1
"内容丰富，讲解详细。挺好的。
",1
"老师讲得太好了
",1
"收获很大，非常实用。
",1
"老师教得非常好
",1
"方式新颖，内容充实有趣，很棒
",1
"老师授课认真且幽默，内容丰富，与现实结合紧密
",1
"学到很多知识
",1
"老师的授课生动形象，结合很多实例讲解，让人受益匪浅。
",1
"很清晰，通俗易懂
",1
"好好好好好好好
",1
"对我复习很有帮助
",1
"学到很多知识
",1
"喜欢老师的上课方式
",1
henhao,1
可以 非常棒,1
内容丰富，老师讲的有亲和力。,1
很好很好呀,1
这个课程很实用，学到了很多在做志愿者时需要注意的事。,1
这门课对我们做国际志愿者提供了很好的指导，谢谢了！,1
让人受益匪浅,1
非常好，讲的非常详细，受益匪浅,1
可以让我更了解作为志愿者的要求与标准,1
收获满满，非常有用,1
让我深刻了解了国际志愿者的工作，责任与心怀。,1
对我意义很大,1
好啊 好好啊,1
很棒的课程,1
知道了很多有关国际礼仪的知识点，对自己很有帮助,1
国际志愿者这门课程让我更多地了解国际志愿者的工作，让我有了成为国际志愿者的愿望,1
老师不仅介绍理论知识也指导实践，非常实用，也开阔了学生的眼界,1
老师的授课方式很亲切，内容生动具体 学到了很多 很棒！,1
"这门课程使我全方位了解了国际志愿者服务相关知识
",1
我深刻体会到了国际志愿服务的专业性,1
大学生志愿服务是践行社会主义核心价值观的有效载体。通过这次课堂的学习可以激发培养积极进取的精神，加强道德修养，注重道德实践。探索通过传统文化熏陶培养大学生志愿服务意识。,1
我觉得这门课程带给我最大的感受是志愿服务是一个需要我们共同努力的活动，要通过学习专业的知识来增强我们服务的能力。,1
真的挺好的,1
我感觉挺好的,1
课程内容深入，让我有了很多新的思考,1
学习内容很好 清晰 对实际生活很有用,1
学习毫无动力,1
"真的非常棒
",1
让我学会了很多,1
11111111,1
666444,1
我感觉很有用,1
很棒的学习体验,1
授课方式非常新颖，完全符合大学生自主学习的思想,1
树立了更加远大更有意义的价值观，道德观,1
很有所思，有感悟,1
讲的很透彻，清楚,1
能让我有所收获,1
很好很好，非常喜欢,1
超出预期的收获,1
很好，很好的课程,1
接收到了很多新的思想和见解,1
"老师讲的很细致认真，很好
",1
"我说这是五星 谁赞成谁反对？
",1
"挺好的，因为有图片穿插，课程就不会那么枯燥
",1
"讲的真是太好了
",1
"非常好，课程质量很好！！！
",1
"讲的真是太好了
",1
"方式新颖，内容充实有趣，很棒
",1
"一直在进步，且节奏很舒服，也很喜欢老师
",1
"好的很，很喜欢
",1
"老师教得非常好
",1
"课程很多干货
",1
"很好，有兴趣
",1
"讲得很细，举例也很合当前实际。
",1
"很好，有兴趣
",1
"这个平台可以学到很多的课内和课外的知识，很有意义。
",1
"受益匪浅。
",1
"学习到很多知识！
",1
好好学习，收获很多,1
我感觉挺好的,1
拓展了我的知识面,1
非常棒，让我知道了很多知识,1
太太太好了,1
很不错，学到了很多实用的关于志愿者的知识,1
感觉是不错的,1
学到了很多关于志愿者的知识，很有收获！,1
"拓宽了我的视野，棒棒棒！
",1
有利于拓展知识。,1
课程顺序合理，老师讲解清晰还有附带例子使课程更加生动，收获很多,1
挺好哈哈哈哈,1
每个老师都有每个老师不同的上课方式,1
课程让我知道了作为一个国际志愿者应当具备的基本素养，让我知道了许多相关的知识与经验。,1
我知道了志愿服务的精髓，来源，以及不同国家的差异,1
课程评价好,1
"感觉还是要实践出真知呢
",1
。good,1
很棒棒哦哦哦,1
haohaohao,1
我觉得特别好,1
更好发挥复活甲,1
很好的一门课,1
提高了思想道德修养,1
"很好，通俗易懂
",1
非常令人满意,1
了解了许多法律知识,1
对于思修道德的建设层层递进，循循善诱，让我们很容易进入思修教育的氛围，提升思修境界。,1
真的很不错,1
"我掌握到了基本的做人道理，获益颇多
",1
还行，。。。。。。。。。。。。。,1
真的是太棒了,1
效果很好，很受启发,1
"内容详细，细节清晰
",1
"内容详细，细节清晰
",1
非常不错，很好。,1
"课程很不错
",1
.............,1
很好啊，视频所呈现的内容很是丰富。,1
老师讲的很细心，很不错,1
幸好及时看了本期陈昌凯老师的课程，仔细聆听并认真做了笔记。老师对我的问题的解答及时点拨了我，对考研失利心情极度低落的闺女我知道该怎么做了，少说教，给她时间。谢谢老师！,1
搞不懂回复完怎么还不显示完成,1
很有意义的课程，让我对志愿者有了更深刻的理解，也了解了更多传统知识。,1
"课程很生动有趣，老师也很耐心
",1
结构很清晰，内容也很好,1
真的很棒呢,1
Excellent ,1
内容丰富，讲解生动，印象深刻。,1
对志愿事业有了更深刻的了解。,1
感受到我们学校浓郁的志愿者氛围，学习到了很多关于志愿者的知识,1
五星好评，以前对志愿者只有片面的了解，并未深入了解，在初次学习这次课程后，感觉到志愿服务的魅力，不仅是国内简单的志愿服务，还有面对外国友人，领导时能够提供一份帮助是多么的幸福与自豪，还了解到国际志愿服务不仅在于礼仪，还有处理突发事情的能力和待人接物的从容，作为一名外语类学生，学习该类知识也是百利无一害的，对于平常生活，或许也有一定的启示。,1
内容数量适中，每个视频都不长，避免了产生厌倦感，讲解清晰。,1
五星好评。,1
内容丰富，通过这个课程的学习，不仅了解到国际志愿者活动的内容，也可以学到很多其他的东西,1
有很多方面都是我以前没有想到的，国际志愿者需要的知识和技能比一名普通的青年志愿者要多得多。,1
"在整个东亚、东南亚，包括历史上的中亚，有哪几个国家和民族不曾深深地受到佛教文化的浸润和熏陶呢？在今天的日本和东南亚各国，佛教仍然相当普及，对社会生活保持着有力的影响。不论是从历史上看，还是从现代的情况来看，佛教在东方世界，从公元前6-5世纪产生起，经历了两千多年的历史发展，对于东方各国各民族具有深远的影响，构成了一个范围广阔、历史悠久、独具特色的“东方佛教文化圈”。
",1
课程内容丰富,1
很棒，题目有助于我们理解,1
从老师在课堂中举出的例子让我更加了解我们需要做什么，如何去做，在之后的志愿者体验中不断学习,1
非常好，了解了很多,1
可以学到很多东西，尤其是可以补习上课时老师没讲清楚或者自己还搞不懂的知识,1
"还不错，比较实用。
",1
对开学的准备工作有所提升,1
教学授课技巧,1
非常 好，提高很大！,1
长期学习，才能更新观念，提升教学业务。,1
网络平台学习的确非常给力！,1
学习是进步的基础,1
很有用，受到启发,1
很好的课。。。,1
"确实做得很好
",1
受益颇丰，我喜欢！,1
很好，非常轻松。,1
值得学习，受益匪浅,1
慕课堂：创新课堂教学新方式，构建高效课堂，实现线上线下一体化教学管理。,1
非常好的课程，增长了知识储备。,1
好很好，非常好,1
内容丰富、结构性好，我会努力学习完毕,1
本次学习收获非常大,1
课程很详细，老师讲的也很好,1
"很不错，学到了很多东西
",1
学习效果很好,1
真的很好。,1
学到了做人的道理，提高了道德修养与个人素质,1
我觉得课程丰富了我的知识和开拓了我的视野,1
我觉得很不错,1
我觉得很好，如果授课方式可以更加多样的话就更好了，比如可以做成互动形式。,1
非常好的课程,1
wjskm,1
"便捷，快速，质量好
",1
棒棒棒，非常棒，,1
哈哈哈哈哈,1
学习效果很好,1
感觉很好，和线下教学差不多,1
学到了很多知识,1
激发了我的志愿情怀,1
学习了很多东西。,1
很好，让我进行国际志愿服务培训的入门,1
很好，老师们都讲得很好。课程安排也不错，让我对志愿服务有了更深的认识。,1
虽然以前也参加过一些志愿服务活动但是规模都不是特别大，所以很多细节都没注意太多，这个课程让我认识到了大型赛事志愿服务的许多方面，相信对我以后参加其他志愿服务工作都会有帮助的,1
真的学到了挺多,1
挺好的！！！,1
老师能结合我们身边校友的志愿服务例子进行授课，十分吸引人。,1
可以深度地了解到国际志愿者服务的情势,1
课程开展的很棒，让我更好地明白了志愿者的责任和意义,1
概论部分让我有了好的总体认识，激发了积极学习的动力。,1
"感觉内容都很不错哦
",1
收获新知识！例子很生动有趣~,1
图片和说明较为丰富，个人觉得如果授课更有引导性，思考性就更能激发兴趣了,1
视频教学增长了我对志愿服务的认识 ,1
很符合我的专业 ,1
获益非常，讲课的老师能做到深入浅出！！！,1
"感觉很棒啊
",1
老师通过远近结合的方式举例说明，使我能全方便的获取有关志愿的知识，并加深了解，非常棒！,1
智慧教学工具,1
课程很实用，躲我帮助很大，万分感谢,1
学习使人进步,1
学习本课后受益匪浅。,1
课程组织合理，内容丰富，受益匪浅。,1
课上的很好,1
收获非常大,1
对个人提升帮助很大,1
感谢慕课带给我的体验,1
收获颇多，受益匪浅,1
真的收益很多！！！,1
内容丰富，交流直接，很好。,1
很好非常精彩,1
学习了以前没有接触过得很多内容，收益很大,1
通过学习对自己有很大提升,1
学习了，该专业以外的其他学科，受益匪浅，活到老，学到老。,1
收获非常大,1
很不错，让我i学会了很多,1
课程实践分析,1
感受非常深,1
让我受益颇多,1
从本科种收获了不少知识。,1
学习到了一些基础的法律知识，对自身道德修养与有很大提升,1
我感觉很好,1
老师讲得非常好！,1
这个课程使我收获很多,1
记不住太多东西,0
学到了很多,1
形式多样，学到很多,1
"没有什么好说的 棒
",1
我觉得这样学习非常不错,1
可以学到知识,1
非常棒，学完我的思想收到了净化，感觉这堂课不虚此行。,1
很好很好好,1
很棒，很开心,1
"课程很好
很棒",1
互动程度高，课程设计很好,1
学到了很多,1
感觉很充实,1
喜欢中国大学的课程，每次都有不同的收获。帮助我打开教学的思路。,1
都是言之有据 实际可行的宝贵做法，真是收获多多 获益匪浅,1
请问：第二次讲座的PPT如何提供？,1
青年志愿服务不仅是汇集社会资源、激发社会活力、扩大社会参与、创新社会治理、维护社会稳定、促进社会和谐的重要力量，也是培育青年自觉践行社会主义核心价值观、传递社会关爱、促进社会文明的有效途径。,1
"老师讲了很多，很清晰 ,让我受益匪浅。",1
非常有收获,1
我深刻地意识到了参加志愿者活动的重要性，希望以后抓住机会，给自己一个难忘的志愿者经历。,1
上课很方便,1
学习能让人进步，工作能让人自信，相信我们在不断地学 ,1
。。。。。,1
好好好好好,1
体会到了国际志愿服务的魅力,1
这门课让我认识到了国际志愿者的重要性以及学习这门课程的必要性。而老师举的例子更加让我对国际志愿者产生了浓厚的兴趣。,1
刚学完第一课，我对志愿者工作的印象发生了变化，这不仅是一个开拓视野的机会，更是提升自己，锻炼自己的机会，希望我能在以后的学习中，有更多机会参与志愿服务。,1
积极投身社会主义事业的建设,1
"我收获颇丰
",1
老师讲了很多国际志愿服务的例子，生动丰富。,1
老师举的学长学姐做志愿者例子很吸引我，让我有了成为一名光荣的志愿者的向往,1
这门课让我明白了国际志愿者的重要性，十分有用,1
我认为老师将自己的亲身经历融入课堂教育中，这是很发人深省的。,1
老师讲课很生动，有很多例子都非常有趣。很想自己去体验一次,1
课程非常好哦,1
为教师和助教提供了帮助，看视频比文本容易理解,1
"不断学习,与时俱进!",1
不错，边学边用。,1
内容精彩，学到了很多。,1
好很好灰常棒,1
自我感觉良好,1
我觉得非常好,1
",,.....",1
还可以，如果PPT详细点就更好了,1
很棒很nice知识点很详细,1
感觉还可以,1
不错，就是有点空洞,1
还不错，学习得也挺好,1
学到了对人生的态度,1
就感觉还不错,1
从实证更充分地认识一些理论知识。,1
是一门好课,1
"很不错，学有所得，老师讲的很好
",1
内容组织很好 老师讲课很好,1
课程的授课方式很好,1
素质提高了,1
"没啥感受，。
",1
很赞 体验良好,1
妙啊非常有用,1
老师讲得很不错,1
很想参加这样类似的志愿者活动,1
挺好的视频长度适中,1
线上学习很好,1
这门课让我们深刻地认识到了国际志愿者的重要性，是一门让人受益匪浅的课程。,1
看到了很多优秀的学长学姐，更有动力了,1
受益匪浅!,1
"好好好好好
",1
有视频也有课件，可以很清楚的明白老师在说什么。,1
有课件和老师讲堂授课,1
老师上课轻松有趣，让人觉得听课是一件很舒服的事情。,1
不错，学到的东西挺多的,1
很好！收获很大！,1
