comment,sentiment,,
鎭愭€栧ソ鍚уソ鍚?,0,,
璇剧▼鍐呭涓板瘜銆佸憟鐜板舰寮忓鏍枫€佸涔犳柟寮忕伒娲汇€佸唴瀹瑰疄鐢紒,1,,
閫氳繃瀛︿範鏇存縺鍙戜簡鎴戝澶╂枃鐨勫叴瓒ｃ€?1,,,
寰堝ソ锛屽涔犱簡鍚勭被宸ュ叿鍜屼釜浜虹煡璇嗙鐞嗙殑鐭ヨ瘑锛屽€煎緱鎺ㄨ崘锛?1,,,
澶ソ浜嗭紝鎴戝緢鍠滄,1,,
澶箯鍛筹紝娌℃湁寮曠敵,0,,
鍗椾含澶у鍚嶄笉铏氫紶,1,,
寰堣缁嗭紝寰堝ソ锛?1,,,
璇ヨ绋嬭鎴戣兘鍦ㄧ柅鎯呭湪瀹舵湡闂村涔犲埌浜嗘洿澶氱殑涓撲笟鐭ヨ瘑,1,,
璇寸湡鐨勶紝涔熻鎴戞櫤鍟嗕笉澶燂紝鐪熺殑鐞嗚В涓嶄簡锛岃€佸笀鍙兘鏈夋椂鍊欒繛ppt閮戒笉鎰挎剰蹇靛畬锛屾洿鍒瑙ｉ噴浜?0,,,
寰堝彈鍚彂锛屽彲鐢ㄤ簬宸ヤ綔瀹炶返涓€?1,,,
"鑰佸笀璁插畬鍏ㄥ彲浠ョ湅鍥剧悊瑙?  娌″繀瑕佽濂硅  甯屾湜鍙互澧炲姞鑷繁鐨勭粡楠屼箣璋堝鎴戜滑杩涜涓€浜涘繀瑕佺殑鎻愮ず
",0,,
瀵圭敓娲绘湁寰堝ぇ鐨勫府鍔?1,,,
鏈€鍚庡緱鍒嗚绠楀畨鎺掍笉鍚堢悊,0,,
鏀惰幏浜嗗緢澶氫笢瑗匡紝鐭ラ亾浜嗚澶氫互鍓嶄粠鏈惉杩囩殑鏂扮殑瀛︿範鍜岀鐞嗘柟娉曘€?1,,,
璇剧▼鍒锋柊涓嶅嚭鏉?,0,,
鍙互鎻愰珮鑷繁绉戝鍋ヨ韩鐨勬剰璇嗭紝鍔犲己瀵逛簬绉戝鍋ヨ韩鐨勭悊瑙?1,,,
璇剧▼鍐呭璁剧疆寰堝畬鍠?1,,,
鐪熶笉閿檅bbbb,1,,
ppt鎵撲笉寮€,0,,
澧炲姞璇剧▼鐨勪腑缁熻淇℃伅鏇存柊鍙婃椂鎬у緢閲嶈,1,,
浠婂ぉ璁ょ湡鐪嬩簡涓婨-study锛屾劅瑙夐潪甯稿疄鐢紝璧剁揣娉ㄥ唽涓€涓笎鍙凤紒,1,,
璇剧▼鍐呭寰堜竴鑸?0,,,
鑰佸笀濂芥锛屽鎴戝府鍔╁緢澶?1,,,
鎶婁功蹇典竴閬嶅彲杩樿锛熷儚涓€涓病鏈夋劅鎯呯殑璇翠功鏈哄櫒,0,,
璇剧▼鍐呭瀹炵敤锛岀綉缁滄暀鑲叉柟渚夸簡鎴戜滑銆?1,,,
鏍规湰灏辨槸鍦ㄥ康ppt,0,,
"璁╂垜鐨勭煡璇嗛潰鏇存椃闃斾簡
",1,,
娌″暐鎯宠鐨?,0,,
澶儌浜嗭紝涓轰粈涔堟垜鏃犺鍋氫簡澶氬皯閬嶆祴楠屽拰璇勮锛熺湅浜嗗灏戦亶瑙嗛锛屽ス鐨勮鏃跺氨鏄慨涓嶆弧锛岃€屼笖涔熶細鍛婅瘔浣犲埌搴曟槸鍝噷鍑轰簡闂锛?0,,,
鑰佸笀璁茶В鍗佸垎缁嗚嚧锛屽唴瀹硅瀹烇紝涓庤涓婃墍瀛﹀唴瀹逛簰鐩歌ˉ鍏咃紝鑳藉姞娣辨垜瀵归噾铻嶅伐绋嬬浉鍏崇煡璇嗙偣鐨勭悊瑙ｄ笌璁板繂锛屾湁浜涜涓婃病澶噦鐨勯棶棰樺弽澶嶇湅瑙嗛鍙互鏈夊姪浜庣悊瑙ｃ€傝蛋蹇冩帹鑽愶紒锛侊紒,1,,
鍩庤建浜岄浂鏄ヨ閫兼潵鐨勶紝涓嶇煡閬撳紕浠€涔堬紝20鈫?0,,,
"涓嶈兘涓嬭浇ppt锛?
",0,,
鎴戣涓鸿繖闂ㄨ闈炲父濂斤紝閫氳繃鍗佷簲涓崟鍏冪殑瑙嗛璧勬簮銆佽浠惰祫婧愬拰鍗曞厓娴嬭瘯锛屾垜瀵硅繖浜涚煡璇嗛兘鏈変簡涓€瀹氱殑浜嗚В銆傚挨鍏舵槸鍏朵腑鐨勮棰戣祫婧愶紝鎴戣寰楁瘡浣嶈€佸笀璁茬殑閮藉緢濂斤紝娓呮瀹规槗鐞嗚В锛屼絾鍞竴鎴戣寰楃◢鏈変笉瓒崇殑鏄棰戠己灏戝瓧骞曪紝濡傛灉鑳藉姞涓婂瓧骞曞氨鑳芥洿濂藉湴鏂逛究鍚屽浠悊瑙ｄ簡銆?1,,,
璁茬殑寰堝ソ锛岃€佸笀闈炲父璇︾粏鐨勮瑙ｅ浣曚繚鎶ゅ棑瀛?1,,,
寰堝ソ锛岃浠跺緢濂斤紝瑙嗛寰堟锛屽緢鍏呭疄锛岃€佸笀浜哄緢濂斤紝鍋ヨ皥锛屾槑鐧戒簡寰堝锛屽鍒颁簡寰堝,1,,
瀵筍EM甯姪闈炲父澶?1,,,
鎴戣寰楄繖闂ㄨ鍙互鍙栨秷锛屾病鏈夎缃殑蹇呰锛孭PT鍋氱殑涔熷お绠€鍗曚簡锛屽緢澶氫笢瑗挎病璁叉竻妤氥€侾PT鍑犱箮娌＄敤锛屽浜嗕竴瀛︽湡閮芥槸鐢ㄧ殑鍚村ぇ姝ｇ増鏁欐潗,0,,
棰樼洰涓庤绋嬩笉鍖归厤,0,,
浠庡緢鎳垫噦鐨勭姸鎬佸埌浜嗕竴鑸皬鎴愮姸鎬併€?1,,,
寰堝紑蹇冭兘澶熻嚜涓诲涔?1,,,
鑰佸笀璁茶澶満姊颁簡锛岀収鏈绉戙€傚缓璁細涓€鏄鎺堢殑鍐呭鑳藉鏇村姞娣卞叆涓€鐐癸紝涓嶈铚昏湏鐐规按锛涗簩鏄粨鍚堟渚嬭鎺?0,,,
鑰佸笀鐨勫彂闊崇壒鍒爣鍑?璇剧▼鍐呭鍗佸垎璇︾粏 闈炲父閫傚悎璇句笅澶嶄範鍜屽珐鍥恒€?1,,,
"杈ｉ浮杞欢锛屼笅鏋跺惂锛宐ug涓€澶у爢
",0,,
姝ゆ瀛︿範鍙楃泭鍖祬,1,,
鑰佸笀璁茶В寰堟,1,,
"鑰佸笀璁茶В娓呮櫚
",1,,
浣犺寰楄繖浜涚粰涓€涓涔犺€?鑳藉惉寰楁噦涔堬紵jemter娌″０闊筹紝鎿嶄綔瀵瑰簲鐨勯偅涓楠ゆ槸骞插槢鐨?鎴戝垰鐪嬭兘鐞嗚В锛?0,,,
绗竴绔犵浜岃妭鐨勮棰戞病鏈?0,,,
蹇电寮忔巿璇炬櫐娑╄嚦鏋侊紝澹伴煶璺熺尗鍙竴鏍峰皬锛屽垎缁勫瘑鐮佷笉璁插叕閽ュ瘑鐮佷笉璁叉き鍦嗘洸绾縲tf锛屼笉閫傚悎娌℃湁鍩虹鐨勫鎴戜竴涓悶IT鐨勫惉鐨勯兘璐瑰姴锛屾潕鑰佸笀杩樻槸鎵嬩笅鐨勫姪鏁欏氨璺熺（涓€鏍锋帹涓€涓嬫墠璞″緛鎬у湴鍥炰袱涓笘锛岃繖涔堟鐨勮瀹炲湪涓嶆暍鐩镐俊杩欒€佸笀杩樿嚜鍗栬嚜澶哥粰濂借瘎瀹炲湪涓嶆暍鐩镐俊杩樻湁澶嶆棪鐨勫悓瀛︽媿鑰佸笀椹眮锛岀敤鍏畨璇濊灏辨槸鐓界簿锛屾媺涓€涓嬩綆鍒嗛槻姝㈠ぇ瀹舵氮璐规椂闂?0,,,
涓哄暐鎴戠殑缃戣鏄剧ず0鍒嗭紝鎴戞槑鏄庡緱浜?7鍒嗭紝鏃犺浜嗕笉鐭ラ亾锛屾垚缁╁瀛︾敓寰堥噸瑕佸悧锛?,0,,
鍧戠埞涓滆タ锛岀湅浜嗗洓閬嶄簡锛岃繕鏄浂,0,,
鍟ヤ篃涓嶆槸鍒鎴戝钩浜?0,,,
鏃爌pt鏃爌pt,0,,
娴嬭瘯棰樻湁缂烘紡,0,,
鎬讳綋杩樺彲浠ュ惂,1,,
鎴戣寰楀彲浠ュ涔犲緢澶氾紝鑰佸笀璁茬殑寰堝埌浣嶏紝涓嶅厜鏈夎€佸笀璁茶В鐨勮棰戯紝鑰屼笖杩樻湁PPT鍜屾枃妗ｏ紝瑙夊緱寰堜笉閿欍€?1,,,
澶崱浜?鐪熺殑  鎴戝仛瀹屼簡鏄剧ず娌″仛,0,,
涓嶈兘鍐嶅潙浜嗭紝鍙細鐭ラ亾蹇典功锛屼竴瀛椾笉钀藉湴蹇?0,,,
鍏夌湅mooc閲岀殑瑙嗛鏄棤娉曞畬鏁村涔犮€婃€濇兂閬撳痉淇吇涓庢硶寰嬪熀纭€銆嬩竴璇剧殑鎵€鏈夌煡璇嗙偣鐨勩€俶ooc瑙嗛鏇村鍦版槸瀵规瘡涓€绔犺妭鐨勯噸鐐硅繘琛屼簡鐐规嫧锛岃嫢瑕佸缓鎴愭兜鐩栧叏绉戠殑鐭ヨ瘑鐐逛綋绯伙紝杩樻槸搴旇閲囩敤鏁欑涔︹啋mooc瑙嗛鐨勬€濈淮瀵煎浘鏋勫缓椤哄簭銆傛墍浠ヨ锛岃璇剧▼娑电洊鐨勭煡璇嗛噺鏄瘮杈冨ぇ鐨勩€備笉杩囷紝璇剧▼涓瀯寤烘€濈淮瀵煎浘銆佽绋嬪悗瀹屾垚鍗曞厓浣滀笟銆佸崟鍏冩祴楠屽拰璁ㄨ鍖烘€濊€冮鐨勫畨鎺掓湁鏁堝湴甯姪浜嗗悓瀛︿滑宸╁浐浜嗚璇剧▼鐨勭煡璇嗙偣锛屽悓鏃讹紝杈冨ぇ鐨勭煡璇嗗拰娴嬮獙閲忎篃鑰冮獙浜嗗鐢熷鏃堕棿瀹夋帓鍒嗛厤鐨勫悎鐞嗘€э紝鏈夋晥鍦伴敾鐐间簡鍚屽浠殑鏃堕棿绠＄悊鑳藉姏鈥斺€旇繖涔熸槸杩囧ソ澶у鐢熸椿鎵€闇€鐨勬渶閲嶈鐨勮兘鍔涗箣涓€銆傛澶栵紝涓嶅悓鐨勮€佸笀涔熷叿鏈変笉鍚岀殑鎺堣椋庢牸锛屾€绘湁涓€娆鹃€傚悎浣犫€斺€斿儚绗竴绔犺鎺堜环鍊煎畾涔夌殑閭ｄ綅鑰佸笀鐨勯鏍硷紝灏辫鎴戞劅鍒板娌愭槬椋庛€傛€荤殑鏉ヨ锛屻€婃€濇兂閬撳痉淇吇涓庢硶寰嬪熀纭€銆嬬‘瀹炴槸涓€闂ㄥソ璇撅紝浜旀槦濂借瘎锛屽€煎緱涓€瀛︺€?1,,,
浣滀负鍦ㄧ睄浜哄憳鐨勬厱璇惧涔狅紝鏂瑰紡澶毦锛屼笉瀛︿簡銆?0,,,
濮滄鏈変互涓嬩紭鐐癸細涓€鍒绘澘銆備簩甯堝痉甯堥璐ュ潖銆備笁鍙兘鍚禐姝屻€傚洓鎵撳嚮鎶ュ涓嶅悓鎰忚鐨勩€備簲涓嶈兘鑷垜鍙嶆€濄€傚叚涓嶈兘浠ヨ韩浣滃垯銆備竷鏃犵鍒犲笘銆傚叓绾靛鍔╂墜銆備節绗戦潰铏庛€傚崄鍙岄噸鏍囧噯銆?0,,,
涓轰粈涔堝ぇ瀛︾敓鐨勫涔犲緢澶氶兘鏄竴鍥㈢碂锛屾湁涓€鐩稿綋閮ㄥ垎鍘熷洜灏辨槸鍥犱负鑰佸笀璁茬殑涓嶅ソ銆備笉澶氳浜嗭紝璇村浜嗘€€鐤戜汉鐢熴€傚搸,0,,
鍐呭鍏ㄩ潰锛屼负鑷繁鍦ㄤ互鍚庢暀瀛︿腑濂犲畾鍩虹銆?1,,,
鏄庢槑鏄嚜宸卞啓鐨勮璁哄尯绛旀锛屼负浠€涔堜細琚瑷€锛燂紵锛熷璇剧▼鍜岃€佸笀鏋佸叾澶辨湜锛侊紒锛侊紒,0,,
閫氳繃鏈绋嬬殑瀛︿範锛屾垜浠帉鎻′簡绯荤粺鐨勯噾铻嶅伐绋嬬煡璇嗭紝鍦ㄨ€佸笀璇﹀敖娓呮櫚鐨勮鎺堜笅锛屾垜浠簡瑙ｆ帉鎻′簡閲戣瀺琛嶇敓宸ュ叿鐨勪氦鏄撴満鍒躲€佸畾浠峰師鐞嗭紱閫氳繃璇剧▼鐨勫涔狅紝涓嶄粎鍦ㄥ熀纭€鐭ヨ瘑涓婃湁浜嗕竴瀹氱殑鎻愬崌锛屼篃鍩瑰吇浜嗘垜浠噾铻嶅伐绋嬬殑鎬濈淮鏂瑰紡锛屽凡缁忓埄鐢ㄩ噾铻嶅伐绋嬪垱鏂版€х殑瑙ｅ喅瀹為檯閲戣瀺闂鐨勮兘鍔涖€?1,,,
鏈绋嬪唴瀹瑰厖瀹烇紝鑰佸笀椋庤叮骞介粯锛屽鎴戝緢鏈夊府鍔?1,,,
鐪熺殑瀹炵敤鎬у緢寮猴紝鍙互浠庝腑瀛﹀埌寰堝涓滆タ,1,,
闈炲父鎰熻阿杩欐牱鐨勪竴娆″涔犳満浼?1,,,
瀛︿範鏃堕棿闈炲父鐏垫椿锛岃棰戠簿绠€寰堟,1,,
鑰佸笀璁茶В娓呮櫚銆佹湁鏉＄悊锛屾帹鑽愬悓瀛﹀涔犳璇剧▼銆?1,,,
鎵€鏈夌殑鑰佸笀瀛﹁瘑娓婂崥锛屽鏉傜殑姒傚康鍑犲彞璇濆氨璇存竻妤氫簡锛屽悇绉嶅闂昏叮浜嬩俊鎵嬫媹鏉ワ紝骞介粯椋庤叮锛岀粰璇剧▼娣诲姞浜嗗緢澶氱殑涔愯叮銆?1,,,
鏈夋病鏈変汉寰楀埌璇佷功,1,,
瀛︿範鏃堕暱涓€鏄熸湡涓嶅彉锛屽涔犺绋嬭繘搴︿袱澶╂墠鍙橈紝鎴戞€曟垜杩熸棭浼氳褰撴垚娌″涔犳病瀹屾垚浣滀笟澶勭悊,0,,
鏈夌偣鐑︼紝澶╁ぉ瑕佷簰璇?0,,,
璇惧爞鍐呭寰堝畬鏁村叏闈?寰堟湁鐢ㄥ,1,,
鑳戒笉鑳藉紑涓潈闄愬晩锛佸惉鍒颁竴鍗婅鍏抽棴浜?0,,,
鍏ㄦ槸鎵橈紝杈ｉ浮,0,,
"娴垂鏃堕棿姣棤鎰忎箟
",0,,
闈炲父妫掞紝鎻愪緵浜嗗叏闈笖璇﹀疄鐨勬柊鍐犵煡璇嗭紝鍗佸垎鏈夊姪浜庡箍澶у鐢熻嚜鎴戦壌鍒紝浠ュ強瀹ｄ紶銆?1,,,
鍐呭銆佹暀瀛︽柟寮忛兘闈炲父濂斤紝闈炲父鎰熻阿,1,,
鑰佸笀涓婅鐗瑰埆浠旂粏,1,,
璇剧▼浣滀笟娴嬭瘯鎻愮ず鍙互澶氭娴嬭瘯鍙栨渶楂樻垚缁╋紝浣嗘彁浜ょ涓€娆″悗鎴愮哗灏辩‘瀹氫簡锛屼互閲嶅仛鐨勬祴璇曟垚缁╂棤娉曡鍏ワ紝涓庢彁绀轰笉绗?0,,,
娴垂鏃堕棿锛屾病鏈夋剰涔?0,,,
杩欎釜璇剧殑鑰佸笀浠庢潵涓嶈棰樼洰锛屼竴鐐规暀瀛︽按骞虫病鏈夛紝鐪熻浜哄け鏈?0,,,
App杩樹笉閿?1,,,
鍐欑殑闈炲父涓嶉敊,1,,
鍚嶅澶у笀澶氬Э澶氬僵鍙楃泭鍖祬,1,,
鑰佸笀涓婄殑瓒呯骇濂?1,,,
鍐呭涓板瘜锛屾暀瀛︽柊棰?1,,,
璁╂垜鎰熻瀛﹀埌浜嗗緢澶氱煡璇?1,,,
涓嶇煡涓哄暐锛岃棰戣€佷腑鏂紝娌℃硶鐪?0,,,
璇剧▼闈炲父鍒囧悎鏁欏笀闇€姹?1,,,
鎻愰珮浜嗘€濇兂瑙夋偀锛屽姞娣变簡瀵瑰綋鍓嶆椂浜嬫斂娌荤殑浜嗚В锛屾劅鍙楀埌浜嗙鍥界殑寮哄ぇ锛屾皯鏃忚嚜璞劅娌圭劧鑰岀敓銆?1,,,
璁茶В璇皵鍜屽惉璇炬皵姘涙瘮杈冨帇鎶戯紝寰堝閮ㄥ垎鐨勫唴瀹逛笉澶熺粏鑷?0,,,
涓轰粈涔堟湁鏈熸湯鍓湰鑰冭瘯锛屾病鏈夐€氱煡锛屽鑷存垜涓嶇煡閬擄紝閿欒繃浜嗘彁浜ゆ椂闂?0,,,
蹇祊pt 鍔濋€€鏂颁汉,0,,
u1s1寰堢箒鐞愬緢鎭跺績,0,,
璇剧▼鍐呭寰堝ソ锛岃€佸笀璁茶В娓呮櫚鏄庝簡锛岃秴绾уソ锛?1,,,
鍐呭瀹屾暣锛岃瑙ｆ竻鏅帮紝涓嶈繃澶ч儴鍒嗚瑙ｆ悳绱㈠钩鍙扮殑鏁板瓧鍖栬В鍐虫柟妗堬紝鏁板瓧鍖栬惀閿€鏄浉瀵硅緝澶х殑姒傚康锛屾秹鍙婁笉浠呬粎绉佸煙娴侀噺锛屽獟浣撳钩鍙帮紝杩樻湁浼佷笟绾aas鏈嶅姟骞冲彴绛?1,,,
鏋嚗锛屾病鏈変腑鏂囧瓧骞?,0,,
鑰佸笀璁茬殑璇︾粏鐩存帴锛?1,,,
璁╂垜杩欎釜浜哄姏璧勬簮鐞嗚鐨勫皬鐧斤紝鑱旂郴鑷繁鐨勫伐浣滅幆澧冧笌鑷韩閬囧埌鐨勯棶棰樻洿鍔犳槗浜庣悊瑙ｃ€傚緢涓嶉敊銆?1,,,
鏀惰幏寰堝锛屽績鐞嗗鏄竴闂ㄧ瀛︼紝瀛﹀ソ蹇冪悊瀛﹀鐢熸椿浜嬩笟鏈夊緢澶х殑甯姪,0,,
鍝囷紝寰堟锛屽璧锋潵寰堟湁瓒?1,,,
闈炲父濂斤紝鎸哄ソ鐨?1,,,
鑰佸笀璁茬殑澶浜嗭紝鍐呭涓板瘜,1,,
鏃犺銆傘€傘€傘€傘€傘€?0,,,
鐞嗚澶锛屽疄璺垫€т笉寮恒€?0,,,
鎰熻寰堜笉閿欙紝鍙嶉鍐嶅涓€鐐瑰氨濂?,1,,
绱ц窡绀句細锛屽姫鍔涘涔?1,,,
缁欎竴棰楁槦锛屾槸鍥犱负鏈€浣庝篃寰椾竴棰楁槦銆?0,,,
绉瀬涔愯鐨勯潰瀵圭柅鎯咃紝浠庣柅鎯呭紑濮嬪氨鑳界湅鍒板悇鏂圭殑鍔姏銆傜鏅紝鐤儏鐨勫疄鏃舵洿鏂帮紝浠庤韩浣撻槻鎶ゅ埌蹇冪悊鐘跺喌绋冲畾锛屽悇涓柟闈㈤兘寰堝強鏃讹紝鏈夋晥銆?1,,,
鐗瑰埆妫掞紝闈炲父濂?1,,,
杩欓棬璇剧▼鑰冭瘯璇勫垎鏍囧噯鍚硦涓嶆竻锛岃涓嶅皯娌℃湁鍋氶珮鏁?锛?鐨勪汉鍗佸垎鏃犺銆傝偗瀹氭湁浜哄垎姣嶇湅浜嗚€佸笀璇寸殑涓嶉渶瑕佸仛楂樻暟1锛?銆傜粨鏋滃悗鏉ュ彂鐜板叏閮ㄨ鍧戜簡,0,,
鏉ユ煡婕忚ˉ缂?,1,,
鎰熻闈炲父濂斤紝娓呮櫚楂樻晥,1,,
娌＄瓟妗堬紝鍙煡閬撻敊浜嗗嵈涓嶇煡閬撴€庝箞閿欎簡,0,,
瀛︿範杩欓棬璇剧▼瑙夊緱寰堟儕鍠滐紝鏇翠簡瑙ｄ紶濯掔煡璇嗕簡銆?1,,,
璇剧▼鍐呭寰堜赴瀵岋紝鏁欐巿鏂瑰紡涔熷鏄撴帴鍙楋紝瀛︿範鍒颁簡寰堝涓滆タ锛屽鎴戠殑甯姪涔熷緢澶с€?1,,,
"璁茬殑涓嶅ソ锛屽暐鍛€
",0,,
浣滀负涓€涓ぇ瀛﹁绋嬶紝杩欓棬璇惧凡缁忛潪甯稿樊鍔诧紝浣嗘垜浣滀负鐖卞ソ鑰咃紝澶氬皯瑙夊緱鏈鍐呭鏈変簺楠ㄦ劅锛屾儏鎬€鏈変簺鍐呮暃銆傚笇鏈汳OOC缃戣兘涓鸿€佸笀浠缓绔嬫瘡涓€闂ㄨ鐨勪紭绉€妯℃澘锛岃ˉ鍏呭叿鏈夊惛寮曞姏鐨勫唴瀹癸紝涓板瘜鑰佸笀鐨勬暀瀛︽妧宸э紝璁╄€佸笀浠笂璇炬椂鏈夌珷娉曞彲寰紝涓嶇敤鑷繁鍦ㄧ箒閲嶇殑绉戠爺浠诲姟涔嬪杩樿鎺㈢储濡備綍鏁欏銆?0,,,
瀵规柊鍐犺偤鐐庢湁浜嗘洿鍔犲叏闈㈢殑浜嗚В,1,,
鍐呭涓板瘜锛屼笂璇惧舰寮忓埄浜庢帴鍙椼€傝€佸笀闈炲父鐢ㄥ績,1,,
鍐呭璇﹀疄锛岃瑙ｆ竻妤?1,,,
瓒呯骇妫掞紝鍙楃泭鍖祬锛岄啀閱愮亴椤讹紝鍥炲懗鎮犻暱,1,,
鐓ц璇炬湰锛岀収鏈绉?0,,,
杩欎簺鐭ヨ瘑閮芥槸鎴戦渶瑕佸骞朵笖瀵规垜鐨勮亴涓氱敓娑湁鐢ㄧ殑涓滆タ锛岃€佸笀鎶婅繖浜涚煡璇嗙偣閮借寰楅€氶€忔槗鎳傦紝闈炲父鍠滄銆?1,,,
鏈夊緢澶х殑鏀惰幏锛岃嚜宸辩殑绱犺川鏈夋墍鎻愬崌,1,,
鑰佸笀鍏ㄧ▼蹇佃浠讹紝鎽嗗叕寮忥紝鎺ㄥ鍐呭寰堝皯锛屽叏鏄竴鍙ュ甫杩囷紝寤鸿涓嬫灦锛?鍨冨溇璇撅紝鍒嗘瀽鍖栧灏辨槸闂ㄥ瀮鍦捐,0,,
鍏跺疄涓€鐐逛篃涓嶉毦锛堢嫍澶达級,1,,
"鑳藉鍒板緢澶氭姇璧勬妧宸э紝鑰佸笀璁茶涔熼潪甯稿ソ

",1,,
鍐呭涓板瘜锛屽悇绉嶅钩鍙扮殑浠嬬粛锛屼娇鎴戜滑鐨勫涔犲拰宸ヤ綔鏁堢巼鏈夊緢澶х殑鎻愰珮,1,,
nice寰堝ソ,1,,
璁茬殑閮芥槸浜涗粈涔堬紵,0,,
浠€涔堟儏鍐靛晩锛熷彧鏈変竴鍛ㄧ殑鍐呭锛?0,,,
涓嶅氨鏄収鐫€涔﹀康涓€閬嶅悧鈥︹€?0,,,
瀛︿範璧锋潵寰堟湁鏁堢巼锛岃€佸笀璁茬殑涔熷緢浠旂粏,1,,
杞欢涓嶅ソ鐢紝鍗?0,,,
鐭ラ亾浜嗗浐搴熷鐞嗙殑閲嶈鎬с€佸彲琛屾€с€佺瀛︽€с€?0,,,
绯荤粺鐞嗚鐨勫涔犲湪鐢熸椿涓甫缁欎簡涓嶅皯鍚开锛屽浠ヨ嚧鐢紒,0,,
鏈辨暀鎺堣鐨勬潯鐞嗘竻鏅帮紝涓嶆嫋鎷夛紝绮剧畝鏄撴噦锛佸啀娆¤阿璋㈡湵鑰佸笀锛佽繕鏈夋劅瑙夋巿璇剧敤鐨凱PT涔熷緢涓嶉敊锛岀編瑙傚ぇ鏂癸紒,1,,
瀵逛簬涓€涓垵瀛﹁€呮潵璇达紝璇剧▼鐢辨祬鍏ユ繁锛屾蹇垫竻鏅版槗鎳傦紝瑙嗛鏁欏鐪嬭捣鏉ュ緢杞绘澗銆?1,,,
鎺堣鍐呭璐磋繎鐜板疄锛屽緢濂?1,,,
鏄垜鍚繃鍋氫粈涔堝鎱曡閲岄潰璁插緱鏈€涓嶆鏉跨殑锛?,1,,
鍒樿€佸笀璁插緱寰堢簿褰╋紝鎬濊矾娓呮櫚锛屽浜庡垵瀛﹁€呮潵璇村緢瀹规槗鍚噦涓庡惛鏀躲€?1,,,
閲嶇偣绐佸嚭锛岃鐣ュ緱褰撱€傛渚嬩赴瀵岋紝閫氫織鏄撴噦,1,,
闈炲父鍙楃泭锛岀粓韬彈鐩?1,,,
鐗瑰埆妫掞紝鍔犳补,1,,
闈炲父瀹炵敤锛屽钩鏃舵病鍚噦鐨勭煡璇嗙偣锛岄€氳繃杩欎釜璇句欢璁╂垜鍙堝緢濂界殑鎺屾彙浜嗙煡璇嗙偣銆?0,,,
瀵逛簬鎱曡鏉ヨ锛岃缃鐩繃浜庡洶闅?0,,,
"杩欎篃澶吹浜嗗惂
",0,,
闈炲父涓嶉敊锛佽€佸笀璁茶В鐨勫緢濂?1,,,
"寰堝ソ锛岄潪uc琛岃揣

",0,,
鎰熻阿鑰佸笀缁嗚嚧鐨勮瑙ｅ彈鐩婅壇澶?1,,,
閫氳繃璇剧▼鐨勫涔狅紝鎴戞敹鑾蜂簡寰堝銆備簡瑙ｅ埌浜嗗緢澶氭€濇兂閬撳痉鐭ヨ瘑銆?1,,,
鑰佸笀鍙戠殑鏈熸湯涓昏棰樿€冭瘯 鏃堕棿澶煭浜?0,,,
澶浜嗭紝鑲栬€佸笀鐪熸,1,,
浼樼鐨勮€佸笀鍝︼紒,1,,
鎴戣寰楄繖闂ㄨ瀵硅嚜宸卞奖鍝嶅緢澶э紝灏ゅ叾鏄綔涓哄笀鑼冪敓鐨勬垜鏉ヨ锛屽鎴戜互鍚庣殑鍙戝睍瓒呮湁绉瀬浣滅敤銆?1,,,
濂斤紝寰堟湁鎰忎箟,1,,
鍐呭鍏呭疄锛屼负瀛︿範鐢佃矾鎵撲笅鍩虹,1,,
杩樿鍚э紝鍚笉鎳?0,,,
绗簩绔犲唴瀹瑰憿,0,,
瀛﹀埌寰堝闃叉姢鐭ヨ瘑鍝?0,,,
浜旀槦濂借瘎锛屽垎鏈熶粯娆?0,,,
娌″暐璇寸殑锛屽箍鍛婂惂,0,,
涓轰綍鏈変簺璇剧▼瑕佹敹璐瑰憿锛?0,,,
鍐呭鐩稿綋鍏ㄩ潰涓板瘜銆?1,,,
鎴戣寰椾笉閫傚悎鎴戯紝璇€熷お蹇紝銆傘€傘€?0,,,
鎰熻璇剧▼杩炶疮鎬т笉鏄緢濂?,1,,
涓嶇煡閬撴€庝箞绠楁敮璺數娴佹硶鐨勮缁嗚В棰樿繃绋嬶紝 娌℃湁璇︾粏鐨勮В棰樿繃绋嬬湅瀹屼箣鍚庡彧浼氬垪寮忓瓙涓嶄細瑙ｅ紡瀛愬晩,0,,
"璇磋瘽璇翠笉娓呮
",0,,
璐磋繎瀹為檯锛屽彈鐩婂尓娴?0,,,
瀹屽叏鐓х潃ppt蹇电殑鑰佸笀搴旇鎰熷埌缇炶€?0,,,
璇剧▼鍐呭寰堜赴瀵岋紝璇勪环寰堜赴瀵岋紝鑰冩牳涔熷緢澶氭牱,1,,
